,connection-close-rate,connection-creation-rate,select-rate,io-wait-time-ns-avg,io-wait-ratio,io-time-ns-avg,io-ratio,connection-count,network-io-rate,outgoing-byte-rate,request-rate,request-size-avg,request-size-max,incoming-byte-rate,response-rate,request-latency-avg,request-latency-max,bufferpool-wait-ratio,batch-size-avg,batch-size-max,compression-rate-avg,record-queue-time-avg,record-queue-time-max,produce-throttle-time-avg,produce-throttle-time-max,record-send-rate,records-per-request-avg,byte-rate,record-retry-rate,record-error-rate,record-size-max,record-size-avg,requests-in-flight,metadata-age
0,0.0,3.333665150871543e-06,3.33366665553372e-06,0.0,0.0,0.0,0.0,1.0,1.6668325804023094e-05,0.0003967061541357496,1.0000995482413855e-05,39.666666666666664,41.0,0.010731071762622224,6.667332564536952e-06,66.76459312438965,102.89978981018066,0.0,0.0,-inf,0.0,0.0,-inf,0.0,-inf,0.0,0.0,0.0,0.0,0.0,-inf,0.0,1.0,1620167177.041926
0,3.333666646753753e-06,6.667330195244023e-06,0.053445342967819345,872943.5875268277,4.6654769426929936e-05,751065.413752002,4.0140948629242886e-05,2.0,0.021085431805285923,6.253125659161561,0.011854513122465887,527.4890326209223,14756.0,0.7779043472091043,0.009230921788153358,37.663896084502824,121.8864917755127,0.0,452.9487756825218,14687.0,1.0,0.004583506929079244,0.12198638916015625,0.0,0.0,0.03539020512193784,2.9887387387387387,5.364959743620277,0.0,0.0,156.0,140.00731775963973,3.0,24.9601640625
0,6.667333280815081e-06,6.667330182551609e-06,0.09425275566695306,969325.5900274146,9.136160799857901e-05,852708.0663526475,8.037008503317608e-05,2.0,0.04258423800284223,11.045689272048174,0.023782366832024147,464.44869638351554,14756.0,1.553348445784125,0.018801877495874014,37.20392032398016,197.00241088867188,0.0,389.20575035063115,14687.0,1.0,0.004200083343377454,0.16900277137756348,0.0,0.0,0.057659098212488824,2.426146724645813,9.25104827279662,0.0,0.03840050603085446,157.0,141.92089761570827,5.0,29.884073486328123
0,1.0000999852287938e-05,6.667330136595198e-06,0.13589691784670227,1021316.3020960848,0.00013879373760144939,878996.0261606576,0.00011945285075473263,2.0,0.06418305375117517,16.068902407101792,0.0358102302703539,448.72379445168497,14756.0,2.3357265554835354,0.028372833025599686,37.03538128214308,197.00241088867188,0.0,373.25649622799665,14687.0,1.0,0.004111022359445307,0.16900277137756348,0.0,0.0,0.08148814679644213,2.2768256333830106,13.360185687673674,0.0,0.05997266244755334,157.0,142.57828071155816,5.0,29.868068359375
0,1.3334666279998333e-05,6.667330041735827e-06,0.1775644138158285,1037016.23791723,0.0001841371804032687,899916.0162211539,0.00015979305990378482,2.0,0.08595188548914187,20.626965702790315,0.04798477445334942,429.8648047797694,14756.0,3.1381666238624715,0.03796712368027578,36.79797417608413,197.00241088867188,0.0,352.04628030669335,14687.0,1.0,0.003986101844836608,0.16900277137756348,0.0,0.0,0.101823511371141,2.1231753093285137,16.99027830810835,0.0,0.08308497164428191,157.0,142.50825447261172,3.0,3.524884765625
0,1.6668332405830902e-05,6.667329864069184e-06,0.21449143220349418,1051953.5999799382,0.00022563503427131852,949225.6742141753,0.00020360077434652583,2.0,0.10606388379364327,24.518978968904392,0.05927922999806905,413.61837813519287,14756.0,3.931009017007329,0.04678466953419595,36.802981336737176,197.00241088867188,0.0,324.7495807411415,14687.0,1.0,0.003881008314834855,0.16900277137756348,0.0,0.0,0.1181784767573411,1.9944863283447734,20.011986551774655,0.0,0.10343033624466191,158.0,140.82504733567757,5.0,29.8809833984375
0,2.0001998678394194e-05,6.667329794534955e-06,0.2510817515554609,1073279.6839932562,0.00026948094296591835,982082.9234950132,0.0002465831006038356,2.0,0.12612254401284695,28.329494287759506,0.0705470165305386,401.56899158869675,14756.0,4.716420676610054,0.05557554617822935,36.82621687083004,198.96292686462402,0.0,306.76055773342836,14687.0,1.0,0.0038026063912100054,0.16900277137756348,0.0,0.0,0.13401005703117733,1.9004822239031771,22.956163793523945,0.0,0.11980863801695271,158.0,139.7943692088382,5.0,29.900132080078127
0,2.3335664835214418e-05,6.667329711798229e-06,0.28211484942883736,1106955.600360148,0.00031228861151707036,1032885.4113303758,0.0002913923113588809,2.0,0.1444810348211543,31.691898319695916,0.0809013787041941,391.7349596176034,14756.0,5.42223104658466,0.06357967750551496,36.986099379150595,198.96292686462402,0.0,294.7809938031638,14687.0,1.0,0.003725814918443772,0.16900277137756348,0.0,0.0,0.14776476292842378,1.8273075813167332,25.53156748254335,0.0,0.1366769885009012,158.0,139.13506023632655,3.0,29.88367529296875
0,2.666933007019794e-05,6.667329419286725e-06,0.3075740459304352,1159593.4194985286,0.0003566608396694709,1086438.5535169875,0.0003341603015600295,2.0,0.15937917657822978,34.32063834371229,0.0894355570967966,383.74712986432087,14756.0,5.992054328321407,0.06994364301086015,37.41706651721396,313.08889389038086,0.0,286.55821703811705,14687.0,1.0,0.0036495675198412567,0.16900277137756348,0.0,0.0,0.1582091327813865,1.7696983256889287,27.5180680732585,0.0,0.1514384566323917,158.0,138.74290078455877,4.0,29.88819775390625
0,3.0002996298546686e-05,6.667329412525398e-06,0.33538015548384587,1195432.2107164983,0.00040092424070049685,1127587.5489353884,0.0003781667284830875,2.0,0.17607750298002825,37.278348986734585,0.09891649945896093,376.86684416284714,14756.0,6.633218272801892,0.07716102947846284,37.55917214516373,313.08889389038086,0.0,278.991029568044,14687.0,1.0,0.0035602275584648273,0.16900277137756348,0.0,0.0,0.16996364036501158,1.7189480782198248,29.756435008631485,0.0,0.16243288829407637,158.0,138.40066887541414,4.0,29.8012421875
